Title,Identifier,Creator,Description,Published,Link
Majmua Tus Salawaat By Akbar Hussain,MajmuaTusSalawaatByAkbarHussain,Syed Akbar Hussain Al Hanafi,"“Majmua-tus-Salawaat Alal Mujtaba Min Ahadeesil Mustafa “ Assalamu alaikum ! In this present Era, I have seen many people rejecting different duroods (salawaat) which are been send upon Holy Prophet (peace be upon him).  And a Group of People commands strongly without knowledge of hadiths that ”There are No Different Duroods Except Durood-E-Ibraheem”. So, I desired to write an authentic book regarding different Duroods which can be a answer to the comands of such illitrate people.  Alhamdulillah, With the Help of Almighty Allah , Tawassul Of The Beloved Prophet (peace be upon him) and through the works of Great Muhadditheens, Alhamdulillah I have compiled a book, a compendium of Ahadees in the month of Ramdhan 2013. In this book, Alhamdulillah I collected different types of Duroods from Hadiths. And I named this book as “Majmua-tus-Salawaat Alal Mujtaba Min Ahadeesil Mustafa ” (peace be upon him) . May Allah Azzawajal accept this work and May My Master Our Beloved Prophet (peace be upon him) accept this service of mine. Thank you….. Writter : Syed Akbar Hussain Al Hanafi “Majmua-tus-Salawaat Alal Mujtaba Min Ahadeesil Mustafa “    ( Huzoor Sallallahu Alaihi wasallam par Duroodo ka Majmua Ahadees se ) Assalamu Aalikum ! Maine Is Maujooda zamaney me bahot se logo ko dekha Jo kai Duroodo ka inkaar karte hai Jo Nabi-e-pak Sallallahu Alaihi wasallam par bhejey jatey hai. Aur kahtey hai ki koi Durood Sahi Nahi Siwaye Durood-E-Ibrahim ke, toh Maine chaha ke Aisa Rislah likhu Jisme bahot se Durood ho, toh maine Alhamdulillah Ek Aisa Risalah likha Jisme Ahadees-E-Nabawiyah ki Raushni me bahot se duroodo ko jama kiya Aur Maine iska Naam   “Majmua-tus-Salawaat Alal Mujtaba Min Ahadeesil Mustafa “  Sallallahu Alaihi wasallam rakha. Allah se Dua hai ke Allah paak Is kitaab ko Allah aur uske Rasool Sallallahu Alaihi wasallam ke chahney walo ke liye Nafa Baksh banaye…… Ameen",No date available,https://archive.org/details/MajmuaTusSalawaatByAkbarHussain
المجموع شرح المهذب,MajmueSharhMuhathab,Yedali,"1- اسم الكتاب : المجموع شرح المهذب 2- اسم المؤلف : أبو زكريا يحيى بن شرف النووي (676هـ-1277م) 3- تصنيف الكتاب: الفقه المقارن. 4- مذهبه : شافعي. 5- التعريف بالكتاب: هو من أجمع الكتب في الفقه الشافعي, شرح به الإمام النووي كتاب المهذب لأبي إسحاق الشيرازي, (476هـ) وهذا كتاب جليل القدر, اعتنى بشأنه فقهاء الشافعية وشرحه كثيرون وأهم شروحه كتاب المجموع وبين الإمام النووي منهجه في الشرح بأن يبين لغاته وألفاظه, مع تعريف المصطلحات الفقهية, ويذكرالأحاديث الصحيحة والحسنة والضعيفة والمرفوعة والرواة, ثم يسهب فى بيان الأحكام بعبارة سهلة ويضم الفروع والتتمات والزوائد قواعد والضوابط في الفقه, ويحدد ما اتفق عليه أصحاب الشافعي وما انفرد به بعضهم ملتزما ببيان الراجح والمعتمد في المذهب, فإن كان القول مشهورا وللجمهور ذكره من غير تعيين قائله, وإن كان القول غريبا أضافه إلى قائله. كما يذكر مذاهب السلف من الصحابة والتابعين مع أدلتهم ويبسط الكلام في الأدلة ويجيب عن بعضها كما ينقل مذاهب الأئمة والعلماء ويعتمد في ذلك على كتابي: الإشراف على مذاهب أهل العلم, والإجماع كلاهما لابن المنذر (306 هـ) ومن كتب أصحاب المذهب نفسه. لكن الإمام النووي لم يتم الكتاب وإنما وصل إلى ربع الأصل تقريبا, ثم وافته المنية وجاء تقي الدين السبكي (756 هـ) وصنف ثلاث مجلدات ثم مات وأتمه الحضرمي والعراقي قديما والشيخ محمد نجيب المطيعي حديثا. 6-الطبعة المعتمدة: مطعبة المنيرية.",No date available,https://archive.org/details/MajmueSharhMuhathab
كتاب مدينة الجزائر - تاريخ عاصمة,Madinat.Al-jazair,Unknown creator,"Hada Kitab Madinat Al-jazair, Tarikh Assima - Alger, histoire d'une capitale. - كتاب: مدينة الجزائر، تاريخ عاصمة. - المؤلف: د.العربي إيشبودان. - ترجمة: جناح مسعود. - مراجعة: حاج مسعود مسعود. - الناشر: دار القصبة للنشر، الجزائر. - سنة النشر: 2007، بمناسبة الجزائر عاصمة الثقافة العربية. - عدد الصفحات: 420. - حجم الملف: 12 ميجا. - حالة النسخة: منسقة ومفهرسة. http://albordj.blogspot.com",No date available,https://archive.org/details/Madinat.Al-jazair
hndshb1t2,hndshb1t2,Unknown creator,http://www.azhry.com/,No date available,https://archive.org/details/hndshb1t2
منهج الأشاعرة فى العقيدة بين الحقائق والأوهام,ManhajAchaairaGarsi,Unknown creator,[مَنهج الأشاعرة في العقيدة بين الحقائق والأوهام] لفضيلة الشيخ محمد صالح بن أحمد الغرسي الكتاب: في الرد على الوَهّابي المجسم المدعو (سفر الحوالي) المفتري على السادة الأشاعرة .,No date available,https://archive.org/details/ManhajAchaairaGarsi
منهج الاستدلال بالسنة في المذهب المالكي ـ تأسيس وتأصيل ـ,ManhajIstd,د.مولاي الحسين بن الحسن ألحيان,كتاب « منهج الاستدلال بالسنة في المذهب المالكي ـ تأسيس وتأصيل ـ »، للدكتور « مولاي الحسين بن الحسن ألحيان ـ رحمه الله تعالى ـ »، هو دراسة مستفيضة لمنهج المالكية وطريقتهم في الاستدلال بالسُّنّة النبوية المطهّرة، باعتبارها الاصل الثاني من أصول التشريع الإسلامي وما يندرج تحته من مباحث مهمة تتعلق بهذا الأصل.   سار الباحث في إنجاز بحثه القيّم هذا حسب خطته المرسومة بمنهج علمي سليم، فكان يُوثّق معلوماته، وينتقل من المعلوم إلى المجهول، ويحلّل بموضوعية، ويستشهد بدقة وأمانة، ويدعم الحقائق بالأدلة، ويفند الشبه المتهافتة. لقد قسّم المؤلف كتابه « منهج الاستدلال بالسنة في المذهب المالكي ـ تأسيس وتأصيل ـ » إلى:  ـ تمهيداً، تتأكد الحاجة إليه وتفرضه طبيعة الموضوع.  ـ وثلاثة أبواب تحمل العناوين التالية:   * السّنّة سنداً ومتناً في المذهب المالكي.   * السّنّة الاستدلالية في المذهب المالكي.   *  الاستدلال بالسّنة الآحادية في المذهب المالكي.  ـ وخاتمة تتضمن نتائج البحث التي توصل إليها الباحث. وكانت ثمرة جهده وتدرجه في إنجاز هذا البحث. المصدر: http://elmalikia.blogspot.com/,No date available,https://archive.org/details/ManhajIstd
تكوين الجمل - مجموعة مؤلفين,hmmt00370,Unknown creator,تكوين الجمل - مجموعة مؤلفين,No date available,https://archive.org/details/hmmt00370
Madinah 1,Madinah1,Unknown creator,Livre 1 de Médine  Book 1 of Madinah كتاب المدينة الأول ,No date available,https://archive.org/details/Madinah1
المنهج الفائق والمنهل الرائق,Manhaj_Ouanchrissi,أبو العباس أحمد بن يحي الونشريسي المالكي,"يعتبر كتاب « المنهج الفائق والمنهل الرائق والمعنى اللائق بآداب الموثق وأحكام الوثائق »، تأليف الإمام العلامة الفقيه « أبي العباس أحمد بن يحي الونشريسي المالكي (ت914هـ) »، من أهم وأنفس كتب التوثيق، فهذا العلم الشريف تتوقف عليه الكثير من الأحكام، وهو علم مستقل بذاته له أحكامه وآدابه التي لابد من معرفتها كي يحتّج بالوثيقة، كما أنّه يخدم القضاء والقضاة، ويعينهم على مهمتهم، بل يعين جميع الناس على ضبط معاملاتهم وتصرفاتهم كي تقع صحيحة معتبرة. * وقد عرّف المؤلف - رحمه الله - بكتابه، وأشار إلى سبب تأليفه بقوله: ""أمّا بعد، فإنّي لمّا رأيت الوثائق من أجلّ ما سطر في قرطاس، وأنفس ما وزن في قسطاس، وأشرف ما به الأموال والأعراض والدماء والفروج تستباح وتحمى، وأقطع شيء تسجل به دعاوى الفجور وترمى، وتطمس مسالكه الذميمة وتحمى... رأيت أن أضع مقاله جامعة في طريقتها المثلى، نافعة إن شاء الله، ينتفع بها الشيخ والوليد تغني من سار بسيرها عن مطالعة الكتب من غيرها..."". * أمّا أبواب كتاب « المنهج الفائق »، فهي ستة عشر بابا، الخمسة عشر الأولى جعلها في آداب الموثق وأحكام الوثائق، والباب السادس عشر في فتاوى ونوازل فقهية في كتابي النكاح والطلاق وما يتعلق بهما. * نال كتاب « المنهج الفائق والمنهل الرائق والمعنى اللائق بآداب الموثق وأحكام الوثائق »، أهميته هذه لمزياه المتعددة منها: - شموله لجوانب التوثيق المختلفة التي تتناول الموثق والوثيقة والشهود فيها. - عرض فتاوى ونوازل فقهية في كتابي النكاح والطلاق وما يتعلق بهما. - كون المؤلف - رحمه الله - صاحب شهرة عظيمة في مجالي التوثيق والفتاوى. - كثرة وتنوع مصادر الكتاب وأصالتها. المصدر: http://elmalikia.blogspot.com/",No date available,https://archive.org/details/Manhaj_Ouanchrissi
المنارة البيضاء للإنتاج الإعلامي تقدم: [كلمات في المنهاج] نبذة عما نعتقده وندين الله به,Manhaj-Nusrh,ZarQaawi,بسم الله الرحمن الرحيم مؤسسة المنارة البيضاء للإنتاج الإعلامي تقدم كلمات في المنهاج (( نبذة عما نعتقده وندين الله به )) للتحميل PDF 729.42kB https://archive.org/download/Manhaj-Nusrh/Nobzah.pdf Archive page https://archive.org/details/Manhaj-Nusrh { وَاللهُ غَالِبٌ عَلَى أَمْرِهِ وَلَكِنَّ أَكْثَرَ النَّاسِ لَا يَعْلَمُونَ } (( جَبْهَةُ النُّصْرَة )) || مؤسسة المنارة البيضاء للإنتاج الإعلامي || اللهم وفِّق جبهة النصرة وجميع المجاهدين لنصرة الإسلام والمسلمين والحمد لله ربِّ العالمين,No date available,https://archive.org/details/Manhaj-Nusrh
كتاب منشور الهداية في كشف حال من ادعى العلم والولاية,Manshour.Al-hidaya,Unknown creator,Hada Kitab Manshour Al-hidaya Fi Kashf Hal Man Ida-a Al-ilm wa Al-wilaya. - كتاب: منشور الهداية في كشف حال من ادعى العلم والولاية. - تأليف: الشيخ العلامة سيدي عبد الكريم الفكون بن محمد بن عبد الكريم القسنطيني. - تحقيق: د أبو القاسم سعد الله - الناشر: دار الغرب الإسلامي، بيروت - لبنان، - رقم الطبعة: ط1. - تاريخ الإصدار: 1408هـ -1987م. - عدد الصفحات: 277. حالة النسخة: منسقة ومفهرسة. albordj.blogspot.com,No date available,https://archive.org/details/Manshour.Al-hidaya
lisanarabs.الشواهد القرآنية في شروح ابن بابشاذ,lisanarabs_N133,Unknown creator,الشواهد القرآنية في شروح ابن بابشاذ عدنان الملحم رفع مكتبة لسان العرب http://lisanarabs.blogspot.com,No date available,https://archive.org/details/lisanarabs_N133
MASALIK-UL-HANFA FEE-ABWAIL MUSTAFA ﷺ,MasalikulHanfaFeeAbvailMustafa,Imam Jalaluddin Siyuti (r.a),PAIGHAM-E-RAZA Presents...,No date available,https://archive.org/details/MasalikulHanfaFeeAbvailMustafa
المسيح عليه السلام.. دراسة سلفية,Masee7_Dirasa_Salafiya,رفاعي سرور,المسيح عليه السلام.. دراسة سلفية تأليف: رفاعي سرور هادف للنشر والتوزيع الطبعة الأولى 2007م,2007-01-01T00:00:00Z,https://archive.org/details/Masee7_Dirasa_Salafiya
